Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Annual_Premium_bin,Response_pred,Response_prob
1,44,1,3,0,1,1,124,168,2,1,0.7611293
1,24,1,33,0,0,1,152,144,2,1,0.532189
1,29,1,30,0,1,1,124,232,2,1,0.853785
0,68,1,28,0,2,1,124,162,2,1,0.5563775
0,43,1,28,0,1,1,26,10,2,1,0.80583125
0,68,1,28,0,1,1,26,279,2,1,0.5655135
1,57,1,36,0,1,1,124,160,2,1,0.6915546
0,46,1,28,0,1,1,26,189,0,1,0.79340345
1,31,1,8,0,0,1,152,132,0,1,0.5151709
1,51,1,28,0,2,1,124,118,2,1,0.7412225
1,66,1,28,0,1,1,122,145,3,1,0.5968205
0,59,1,0,0,1,1,157,243,0,1,0.5902232
1,22,1,32,0,0,1,124,293,2,1,0.699089
1,44,1,31,0,1,1,9,150,0,1,0.5380777
1,38,1,28,0,1,1,24,136,1,1,0.75971377
0,41,1,20,0,1,1,26,262,0,1,0.74595886
0,72,1,28,0,1,1,26,155,3,1,0.5929968
0,21,1,6,0,1,1,156,271,0,1,0.50117195
0,70,1,28,0,1,1,26,37,2,1,0.57583225
1,50,1,28,0,1,1,124,164,2,1,0.73077077
1,48,1,28,0,1,1,124,134,2,1,0.7379587
1,37,1,48,0,1,1,124,100,0,1,0.68530446
1,31,1,28,0,1,1,157,135,0,1,0.78478277
0,40,1,23,0,1,1,124,48,2,1,0.77138823
0,51,1,15,0,2,1,156,162,0,1,0.5813997
0,73,1,8,0,2,1,124,23,2,1,0.60710996
1,24,1,28,0,0,1,124,58,2,1,0.75847423
0,21,1,28,0,0,1,157,42,2,1,0.5915347
1,44,1,33,0,1,1,124,26,0,1,0.73668694
0,28,1,47,0,1,1,156,121,0,1,0.72749287
1,54,1,0,0,1,1,26,212,0,1,0.59055513
1,54,1,8,0,1,1,124,214,2,1,0.66446143
1,46,1,8,0,1,1,124,65,2,1,0.70800126
0,40,1,29,0,1,1,124,118,2,1,0.81038874
1,49,1,28,0,1,1,26,146,2,1,0.7887868
1,67,1,28,0,2,1,26,130,2,1,0.7555721
1,32,1,15,0,0,1,163,223,2,1,0.81444806
0,31,1,37,0,0,1,124,249,2,1,0.8578196
1,49,1,8,0,1,1,26,160,2,1,0.73223215
0,47,1,28,0,1,1,26,295,2,1,0.8141257
1,23,1,47,0,0,1,152,112,2,1,0.5388419
0,46,1,41,0,1,1,124,281,2,1,0.8016156
1,51,1,46,0,1,1,25,113,0,1,0.7913336
0,47,1,36,0,1,1,124,166,2,1,0.7582276
0,58,1,11,0,1,1,120,167,2,1,0.53880566
0,58,1,28,0,1,1,26,114,2,1,0.7159779
1,56,1,11,0,1,1,26,222,2,1,0.8024808
0,56,1,28,0,2,1,26,209,2,1,0.79924077
1,41,1,28,0,2,1,122,84,2,1,0.8072044
1,47,1,28,0,1,1,124,231,2,1,0.7459726
1,39,1,28,0,1,1,125,45,2,1,0.7370372
1,34,1,28,0,1,1,124,258,2,1,0.8367733
0,49,1,28,0,1,1,122,253,2,1,0.73319817
1,46,1,10,0,1,1,124,159,1,1,0.76768965
1,60,1,3,0,2,1,26,283,0,1,0.6575879
1,49,1,28,0,1,1,26,90,2,1,0.78837997
0,46,1,18,0,1,1,124,247,1,1,0.8059406
0,44,1,39,0,1,1,157,22,0,1,0.7577896
0,66,1,28,0,1,1,26,149,2,1,0.6051025
0,49,1,28,0,1,1,60,182,2,1,0.68165696
0,66,1,30,0,1,1,26,260,0,1,0.60084516
1,49,1,28,0,2,1,26,142,2,1,0.85728145
0,54,1,40,0,2,1,26,72,2,1,0.7419724
1,48,1,19,0,1,1,124,153,2,1,0.715017
1,23,1,29,0,0,1,26,233,0,1,0.66442907
0,29,1,33,0,0,1,124,55,2,1,0.82309943
0,52,1,28,0,1,1,26,14,2,1,0.7642251
1,22,1,28,0,0,1,152,198,2,1,0.55699384
1,35,1,14,0,1,1,124,98,1,1,0.85036427
1,23,1,28,0,0,1,124,260,3,1,0.6962972
1,73,1,28,0,1,1,122,253,2,1,0.55616367
1,48,1,28,0,2,1,26,153,2,1,0.85957766
1,23,1,5,0,0,1,151,100,2,1,0.53263533
0,69,1,28,0,1,1,26,154,3,1,0.5971653
1,62,1,9,0,1,1,122,219,0,1,0.5164556
1,38,1,45,0,1,1,26,260,2,1,0.80777216
1,48,1,29,0,1,1,26,15,2,1,0.81209576
1,45,1,28,0,1,1,26,297,2,1,0.8252895
1,60,1,8,0,1,1,124,295,2,1,0.56113595
1,54,1,28,0,1,1,122,158,1,1,0.7057881
1,35,1,28,0,1,1,26,200,3,1,0.8487235
0,32,1,28,0,1,1,26,12,2,1,0.85210747
1,42,1,7,0,1,1,157,217,0,1,0.7517156
0,40,1,1,0,1,1,124,254,0,1,0.62882304
1,37,1,46,0,1,1,26,293,1,1,0.8081494
1,36,1,47,0,1,1,124,118,2,1,0.7789516
1,28,1,11,0,1,1,156,219,0,1,0.76511115
1,37,1,28,0,1,1,124,60,2,1,0.7873978
0,27,1,28,0,1,0,157,136,0,1,0.54674804
1,68,1,28,0,1,1,26,189,3,1,0.6300577
0,40,1,46,0,1,1,124,109,1,1,0.7775911
1,53,1,28,0,1,1,26,271,3,1,0.77760077
0,62,1,23,0,1,1,124,84,1,1,0.6252731
1,42,1,28,0,1,1,54,32,2,1,0.6143731
0,46,1,28,0,1,1,122,186,2,1,0.7789134
1,34,1,32,0,0,1,163,22,2,1,0.7777024
1,53,1,28,0,1,1,122,50,2,1,0.7389568
0,46,1,29,0,1,1,26,124,3,1,0.83738536
0,45,1,28,0,1,1,124,26,2,1,0.7593254
1,26,1,11,0,0,1,152,285,1,1,0.6863194
1,55,1,28,0,1,1,25,106,2,1,0.7532693
1,42,1,28,0,1,1,124,113,2,1,0.7509256
1,35,1,41,0,1,1,124,273,0,1,0.86147577
1,40,1,28,0,1,1,124,163,2,1,0.79027003
1,51,1,39,0,1,1,157,262,0,1,0.72295034
1,37,1,36,0,1,1,124,98,2,1,0.80554
1,29,1,28,0,1,1,26,35,2,1,0.8437122
1,69,1,28,0,2,1,25,52,2,1,0.7845532
1,38,1,28,0,1,1,124,178,2,1,0.79936755
1,48,1,28,0,1,1,26,74,3,1,0.80472463
1,44,1,29,0,1,1,157,187,0,1,0.7874792
1,58,1,28,0,1,1,122,251,3,1,0.6771047
1,63,1,28,0,1,1,157,24,0,1,0.66411203
0,47,1,28,0,1,1,26,270,2,1,0.80955803
0,31,1,11,0,1,1,124,96,2,1,0.8538063
1,46,1,28,0,1,1,26,185,3,1,0.8186497
0,67,1,8,0,1,1,124,84,0,1,0.51646703
1,42,1,28,0,1,1,122,128,1,1,0.76348317
1,63,1,28,0,1,1,124,161,2,1,0.5643002
0,32,1,35,0,0,1,152,51,2,1,0.7118258
1,65,1,33,0,1,1,26,117,2,1,0.6367724
1,61,1,28,0,1,1,122,66,2,1,0.6424205
1,39,1,28,0,1,1,26,244,2,1,0.82298315
0,41,1,24,0,1,1,157,84,2,1,0.7853858
1,47,1,5,0,1,1,124,163,2,1,0.7538936
1,41,1,12,0,1,1,124,18,2,1,0.7474808
0,29,1,28,0,0,1,158,284,2,1,0.8406174
1,72,1,28,0,1,1,3,283,3,1,0.6219336
1,51,1,28,0,1,1,26,288,0,1,0.76493937
1,22,1,13,0,0,1,152,20,2,1,0.50801027
0,39,1,28,0,1,1,155,12,2,1,0.560833
0,30,1,18,0,1,1,157,105,0,1,0.8157548
0,22,1,18,0,0,1,157,263,0,1,0.6022734
1,45,1,2,0,1,1,124,233,2,1,0.7295579
1,51,1,41,0,1,1,124,260,2,1,0.7715806
0,36,1,28,0,2,1,124,83,2,1,0.81265926
1,53,1,28,0,1,1,124,51,3,1,0.6997818
1,49,1,28,0,1,1,26,59,0,1,0.77554077
0,41,1,28,0,1,1,26,55,2,1,0.80509996
1,65,1,28,0,2,1,26,186,0,1,0.77398455
1,38,1,41,0,1,1,154,39,0,1,0.78391105
0,48,1,8,0,1,1,26,279,2,1,0.7493078
1,46,1,28,0,1,1,124,253,2,1,0.74464536
0,64,1,28,0,1,1,26,85,2,1,0.6536898
0,81,1,28,0,1,1,26,137,2,1,0.64194614
0,30,1,41,0,0,1,152,89,1,1,0.7293938
0,22,1,28,0,1,1,163,46,1,1,0.65851575
0,73,1,28,0,1,1,122,282,2,1,0.5396766
1,41,1,19,0,1,1,26,10,2,1,0.743046
1,23,1,3,0,0,1,152,262,2,1,0.59799457
0,41,1,45,0,1,1,157,149,2,1,0.8174765
1,39,1,39,0,1,1,26,37,1,1,0.7708835
1,60,1,33,0,1,1,124,37,2,1,0.6331516
0,46,1,28,0,1,1,26,141,2,1,0.8079557
1,44,1,4,0,1,1,26,283,2,1,0.7936876
0,36,1,8,0,1,1,26,271,2,1,0.79479927
0,60,1,28,0,1,1,155,178,3,1,0.7506673
0,25,1,28,0,0,1,122,257,3,1,0.60572356
0,43,1,28,0,1,1,26,78,2,1,0.80300397
1,42,1,35,0,1,1,26,169,2,1,0.8343515
1,72,1,28,0,1,1,124,197,2,1,0.5223321
0,47,1,46,0,1,1,26,267,2,1,0.77590907
0,35,1,38,0,1,1,124,259,2,1,0.8490054
1,67,1,41,0,2,1,26,49,2,1,0.7295837
1,28,1,36,0,0,1,156,132,0,1,0.72895473
0,39,1,36,0,1,1,26,279,2,1,0.7730454
0,45,1,34,0,1,1,26,21,2,1,0.75887495
0,54,1,28,0,1,1,26,230,3,1,0.77076805
0,47,1,28,0,1,1,124,238,2,1,0.73360723
0,60,1,28,0,1,1,124,240,2,1,0.5855263
0,34,1,28,0,1,1,124,286,2,1,0.82624674
1,45,1,11,0,2,1,26,231,1,1,0.886866
0,49,1,28,0,1,1,26,268,2,1,0.7837922
0,64,1,28,0,2,1,163,108,3,1,0.55182314
1,47,1,50,0,1,1,26,211,2,1,0.7140044
1,49,1,50,0,1,1,154,175,2,1,0.6822611
1,45,1,28,0,1,1,26,54,2,1,0.81164
1,43,1,30,0,1,1,26,225,2,1,0.8178798
0,33,1,15,0,0,1,152,111,1,1,0.57015383
0,48,1,8,0,1,1,19,257,2,1,0.66206735
1,45,1,28,0,1,1,26,50,2,1,0.81164
0,37,1,28,0,1,1,26,138,2,1,0.8227343
1,53,1,8,0,1,1,26,14,2,1,0.72265804
1,42,1,47,0,1,1,157,298,2,1,0.75333494
1,45,1,28,0,1,1,26,164,2,1,0.83146715
1,30,1,28,0,1,1,124,37,3,1,0.8126032
0,33,1,8,0,0,1,154,109,0,1,0.80340195
1,40,1,4,0,1,1,26,150,1,1,0.82677525
0,37,1,46,0,1,1,124,137,1,1,0.7989645
1,42,1,3,0,1,1,124,197,2,1,0.77540815
0,61,1,28,0,1,1,124,103,2,1,0.5789358
0,49,1,28,0,1,1,26,121,2,1,0.78424513
1,30,1,11,0,1,1,124,256,1,1,0.8928517
1,35,1,2,0,1,1,154,97,2,1,0.80149496
1,79,1,28,0,1,1,26,55,2,1,0.5169698
1,42,1,28,0,1,1,124,50,2,1,0.7493548
0,40,1,28,0,1,1,124,267,2,1,0.778523
1,44,1,28,0,1,1,124,197,3,1,0.7562038
0,43,1,24,0,1,1,156,59,2,1,0.798534
1,53,1,26,0,1,1,26,175,2,1,0.68089837
1,62,1,3,0,1,1,124,73,3,1,0.5691307
0,33,1,33,0,1,1,124,37,2,1,0.8197298
0,70,1,28,0,2,1,26,56,2,1,0.6728028
1,65,1,6,0,1,1,26,230,2,1,0.6509054
1,51,1,28,0,1,1,124,111,0,1,0.7050484
1,40,1,28,0,1,1,26,79,3,1,0.80007106
0,39,1,18,0,1,1,124,100,2,1,0.8031459
1,40,1,37,0,1,1,26,44,2,1,0.76158935
1,39,1,28,0,1,1,124,127,2,1,0.77490956
1,36,1,24,0,1,1,124,100,2,1,0.81223446
1,50,1,28,0,1,1,122,167,3,1,0.7513502
1,72,1,28,0,1,1,26,163,3,1,0.6321843
1,38,1,15,0,1,1,124,237,2,1,0.7918783
1,23,1,13,0,0,1,152,290,2,1,0.5483893
1,63,1,28,0,1,1,29,138,2,1,0.5331116
0,55,1,35,0,1,1,26,30,2,1,0.7825772
1,31,1,28,0,0,1,152,254,1,1,0.6739691
0,24,1,41,0,0,1,152,295,2,1,0.62259275
0,74,1,28,0,2,1,55,107,2,1,0.6697412
1,31,1,28,0,1,1,154,271,2,1,0.8221908
1,33,1,8,0,0,1,157,62,0,1,0.7801754
1,55,1,28,0,1,1,26,55,0,1,0.7553269
1,39,1,15,0,1,1,124,26,0,1,0.75547373
0,67,1,29,0,1,1,26,107,3,1,0.6460104
0,41,1,47,0,1,1,124,36,2,1,0.7425887
1,53,1,21,0,1,1,26,58,2,1,0.7433978
1,53,1,11,0,1,1,26,44,0,1,0.7980899
1,40,1,3,0,1,1,124,286,2,1,0.7996201
1,33,1,38,0,1,1,154,292,2,1,0.84033835
1,37,1,36,0,1,1,124,293,2,1,0.82279724
1,54,1,28,0,1,1,124,174,2,1,0.691263
0,44,1,18,0,1,1,124,124,2,1,0.7833389
1,44,1,37,0,1,1,124,287,2,1,0.7735301
1,56,1,8,0,1,1,26,159,2,1,0.69769424
1,48,1,28,0,1,1,26,24,2,1,0.796997
1,67,1,28,0,1,1,26,211,2,1,0.6271816
1,45,1,11,0,1,1,26,218,2,1,0.8451514
0,29,1,1,0,1,1,157,71,0,1,0.715743
1,51,1,45,0,1,1,26,67,2,1,0.7534069
1,62,1,41,0,2,1,26,80,2,1,0.78796417
1,46,1,25,0,1,1,156,295,2,1,0.7083486
1,46,1,28,0,2,1,124,78,3,1,0.771547
1,41,1,28,0,1,1,26,297,2,1,0.82182574
1,27,1,34,0,0,1,152,29,2,1,0.5177104
1,55,1,28,0,1,1,26,50,2,1,0.7568316
1,54,1,28,0,1,1,124,54,2,1,0.7024703
1,57,1,28,0,1,1,26,264,2,1,0.74593955
1,46,1,33,0,1,1,124,265,1,1,0.76553494
1,25,1,33,0,0,1,152,201,2,1,0.5352328
0,23,1,35,0,0,1,152,17,2,1,0.5431537
1,30,1,11,0,0,1,160,145,2,1,0.519783
1,47,1,8,0,1,1,124,23,3,1,0.71199244
0,40,1,29,0,1,1,156,65,2,1,0.81343573
0,30,1,35,0,1,1,157,152,2,1,0.8509113
0,38,1,8,0,1,1,124,101,2,1,0.7545053
1,40,1,43,0,2,1,124,210,0,1,0.732435
1,56,1,47,0,1,1,26,40,2,1,0.6569412
0,51,1,28,0,1,1,124,285,0,1,0.71159947
0,43,1,36,0,1,1,154,161,2,1,0.7653548
1,44,1,28,0,1,1,124,277,2,1,0.75840974
0,25,1,28,0,0,1,152,245,2,1,0.5248245
1,23,1,13,0,0,1,152,127,2,1,0.5900697
1,22,1,4,0,0,1,152,152,1,1,0.5920382
1,20,1,30,0,0,1,157,35,0,1,0.5130341
0,43,1,28,0,1,1,124,94,2,1,0.7479574
1,44,1,28,0,1,1,124,197,2,1,0.7554886
1,23,1,41,0,0,1,152,143,2,1,0.65093696
1,48,1,28,0,1,1,26,236,0,1,0.80785817
0,46,1,28,0,1,1,26,221,2,1,0.8160483
1,50,1,28,0,1,1,147,44,2,1,0.7183838
1,31,1,41,0,0,1,160,74,2,1,0.5337085
0,58,1,4,0,1,1,124,281,0,1,0.533265
0,31,1,28,0,0,1,124,14,2,1,0.90071625
1,38,1,28,0,1,1,26,207,2,1,0.8302999
0,40,1,41,0,1,1,26,44,2,1,0.7872641
1,62,1,28,0,1,1,26,210,2,1,0.70063305
1,42,1,50,0,1,1,124,53,0,1,0.6594576
1,23,1,45,0,0,1,152,35,2,1,0.5163908
0,29,1,28,0,1,1,26,143,2,1,0.8362257
1,51,1,36,0,1,1,124,162,2,1,0.71699214
1,35,1,50,0,1,1,26,132,0,1,0.74820554
1,51,1,8,0,2,1,124,196,2,1,0.704863
0,65,1,20,0,2,1,124,290,0,1,0.5692289
0,45,1,28,0,2,1,26,244,2,1,0.84696937
1,49,1,35,0,1,1,124,131,2,1,0.7631242
1,50,1,28,0,1,1,124,145,1,1,0.7307626
1,62,1,28,0,1,1,26,31,2,1,0.7084217
1,56,1,48,0,1,1,163,178,0,1,0.75104445
1,34,1,28,0,1,1,124,65,2,1,0.8320456
1,37,1,28,0,1,1,124,175,2,1,0.79553515
1,45,1,28,0,1,1,26,184,3,1,0.8186497
0,73,1,28,0,2,1,122,274,2,1,0.5483149
1,64,1,28,0,1,1,13,81,2,1,0.56699497
1,41,1,28,0,1,1,124,93,1,1,0.7705557
1,54,1,28,0,1,1,124,46,3,1,0.6993512
1,43,1,28,0,1,1,26,57,2,1,0.80718493
1,35,1,28,0,1,1,124,242,2,1,0.82837516
0,59,1,28,0,2,1,122,196,3,1,0.6994856
1,61,1,8,0,1,1,26,107,0,1,0.64972824
1,43,1,28,0,1,1,26,248,2,1,0.8052905
1,47,1,41,0,1,1,157,298,0,1,0.7837221
1,43,1,28,0,1,1,124,145,3,1,0.7509181
1,65,1,40,0,1,1,26,171,0,1,0.6024878
1,53,1,28,0,1,1,26,37,1,1,0.7729561
0,34,1,18,0,1,1,154,202,1,1,0.8788262
1,50,1,28,0,1,1,124,86,3,1,0.7089599
1,42,1,39,0,1,1,124,230,2,1,0.7499849
1,59,1,26,0,1,1,124,87,2,1,0.57777286
0,29,1,8,0,0,1,26,20,0,1,0.76024973
1,40,1,28,0,1,1,122,243,2,1,0.8102218
0,20,1,28,0,0,1,157,145,0,1,0.5358285
1,63,1,11,0,1,1,124,211,1,1,0.73232
1,35,1,46,0,1,1,124,21,1,1,0.8521122
1,57,1,28,0,1,1,26,296,3,1,0.76193506
0,62,1,28,0,1,1,157,87,0,1,0.64579105
1,33,1,29,0,1,1,124,208,2,1,0.87279314
1,43,1,28,0,1,1,29,24,2,1,0.80055887
1,60,1,46,0,1,1,26,125,0,1,0.6838188
1,36,1,15,0,1,1,152,45,2,1,0.5941734
0,31,1,11,0,1,1,156,243,0,1,0.76078993
1,34,1,6,0,1,1,26,12,1,1,0.82541674
0,40,1,28,0,1,1,26,96,2,1,0.80393445
0,22,1,46,0,0,1,124,127,2,1,0.6388139
0,59,1,28,0,2,1,26,60,2,1,0.7850974
0,47,1,15,0,1,1,124,89,2,1,0.73532856
1,42,1,28,0,1,1,26,68,2,1,0.80331814
1,43,1,8,0,1,1,26,140,2,1,0.76081926
1,66,1,8,0,2,1,26,258,2,1,0.70065844
1,62,1,27,0,2,1,26,114,0,1,0.7434278
0,43,1,29,0,1,1,26,222,2,1,0.83479017
1,71,1,28,0,1,1,3,46,2,1,0.6706276
1,42,1,20,0,1,1,124,86,0,1,0.7116375
1,21,1,16,0,0,1,163,114,0,1,0.640957
1,30,1,28,0,1,1,124,84,2,1,0.83552164
0,74,1,28,0,1,1,26,28,1,1,0.50620717
1,37,1,28,0,1,1,155,250,2,1,0.8314194
0,35,1,46,0,1,1,156,188,2,1,0.84089106
1,55,1,48,0,1,1,124,194,0,1,0.5947432
0,75,1,46,0,1,1,156,39,0,1,0.5447422
1,27,1,8,0,1,1,154,244,2,1,0.7763009
1,57,1,28,0,1,1,26,247,3,1,0.7572128
1,46,1,28,0,1,1,154,133,3,1,0.72320527
0,39,1,28,0,1,1,122,42,1,1,0.75557935
1,36,1,8,0,1,1,7,112,3,1,0.56638324
0,42,1,28,0,1,1,124,195,3,1,0.7563003
1,62,1,15,0,1,1,124,297,2,1,0.52286536
1,24,1,45,0,0,1,152,181,3,1,0.52223843
0,38,1,48,0,1,1,124,19,0,1,0.7221997
0,64,1,28,0,1,1,26,231,0,1,0.6540112
1,68,1,28,0,1,1,122,214,3,1,0.6047612
0,59,1,28,0,1,1,13,156,1,1,0.7064836
0,44,1,28,0,1,1,26,12,2,1,0.83000565
1,37,1,8,0,1,1,163,208,2,1,0.839725
1,50,1,28,0,1,1,124,219,2,1,0.71662027
1,44,1,28,0,1,1,13,212,2,1,0.7164113
0,56,1,28,0,1,1,26,157,0,1,0.7378735
1,29,1,37,0,0,1,152,155,0,1,0.56109524
0,39,1,35,0,1,1,156,132,0,1,0.7779245
1,47,1,28,0,1,1,122,122,2,1,0.7765727
0,39,1,28,0,1,1,26,39,2,1,0.810818
1,44,1,28,0,1,1,26,66,2,1,0.80852306
0,41,1,28,0,1,1,26,115,2,1,0.80191296
1,56,1,8,0,1,1,26,202,2,1,0.70234597
1,49,1,41,0,1,1,124,263,2,1,0.7787613
1,51,1,28,0,2,1,124,265,2,1,0.74436957
1,60,1,48,0,1,1,15,267,0,1,0.6517929
1,42,1,3,0,1,1,157,89,0,1,0.7674365
0,41,1,3,0,1,1,156,220,0,1,0.74146205
1,34,1,47,0,1,1,154,132,2,1,0.8143522
1,26,1,6,0,0,1,152,105,2,1,0.5934886
0,56,1,39,0,1,1,157,69,2,1,0.71888113
0,35,1,28,0,1,1,124,184,2,1,0.8239945
1,65,1,24,0,1,1,26,10,2,1,0.5995839
1,49,1,11,0,1,1,124,73,2,1,0.74023044
1,25,1,28,0,0,1,26,276,2,1,0.72184753
1,49,1,17,0,1,1,156,76,0,1,0.67265016
1,54,1,47,0,1,1,10,94,2,1,0.8741453
0,59,1,28,0,1,1,124,235,0,1,0.63442916
1,54,1,8,0,1,1,124,154,2,1,0.65012455
1,51,1,28,0,1,1,122,48,2,1,0.7418179
1,35,1,35,0,1,1,124,296,2,1,0.8522758
1,54,1,35,0,1,1,26,249,2,1,0.80570555
1,64,1,19,0,1,1,26,73,0,1,0.624575
0,46,1,28,0,2,1,26,151,2,1,0.83446133
0,29,1,33,0,0,1,151,73,2,1,0.5072532
1,39,1,19,0,1,1,26,238,2,1,0.7948342
0,49,1,28,0,1,1,122,121,2,1,0.74185675
0,39,1,28,0,1,1,26,240,2,1,0.82275635
1,30,1,27,0,1,1,156,222,0,1,0.7013857
0,72,1,28,0,2,1,26,291,3,1,0.70093894
1,49,1,11,0,1,1,124,265,2,1,0.77226573
0,40,1,46,0,1,1,91,166,0,1,0.8748812
1,54,1,28,0,2,1,26,162,2,1,0.83447254
1,49,1,28,0,1,1,124,181,1,1,0.73889273
1,27,1,32,0,0,1,152,135,0,1,0.56814605
0,39,1,28,0,1,1,158,149,2,1,0.82679987
0,53,1,8,0,1,1,26,27,2,1,0.7236205
0,41,1,7,0,2,1,26,261,2,1,0.7864595
1,40,1,7,0,1,1,26,110,2,1,0.7741898
1,43,1,48,0,1,1,124,261,0,1,0.64572316
1,53,1,46,0,2,1,11,215,2,1,0.62411755
0,49,1,33,0,1,1,124,148,2,1,0.7128101
1,47,1,7,0,1,1,124,13,0,1,0.7720839
0,63,1,28,0,1,1,26,138,1,1,0.6487245
1,58,1,28,0,1,1,124,68,3,1,0.62463635
0,46,1,46,0,1,1,26,285,1,1,0.7922236
0,44,1,28,0,1,1,122,54,2,1,0.77245444
1,29,1,28,0,1,1,13,116,2,1,0.7838514
0,42,1,28,0,1,1,31,146,2,1,0.8315695
0,76,1,28,0,2,1,122,196,3,1,0.53228325
0,64,1,28,0,1,1,26,154,0,1,0.6529077
1,34,1,8,0,1,1,156,245,0,1,0.6894732
0,47,1,28,0,1,1,26,205,0,1,0.7933808
1,40,1,33,0,1,1,124,27,2,1,0.76471823
1,59,1,28,0,1,1,13,231,2,1,0.5346694
1,24,1,33,0,1,1,26,43,2,1,0.7189596
1,22,1,1,0,0,1,124,150,0,1,0.53119034
1,60,1,3,0,1,1,124,237,1,1,0.65837234
1,50,1,35,0,1,1,10,272,2,1,0.6486363
1,50,1,28,0,2,1,26,123,2,1,0.8588081
0,48,1,28,0,1,1,26,186,3,1,0.814518
1,61,1,28,0,1,1,124,147,3,1,0.59450585
0,25,1,28,0,0,1,154,131,3,1,0.6378985
0,55,1,33,0,1,1,26,104,2,1,0.7044772
0,27,1,48,0,1,1,26,275,0,1,0.5183327
0,35,1,15,0,1,1,152,205,2,1,0.5775246
1,27,1,37,0,0,1,152,130,2,1,0.580024
1,54,1,28,0,2,1,122,247,3,1,0.74091965
1,31,1,18,0,1,1,124,283,2,1,0.85702425
1,37,1,46,0,1,1,124,90,2,1,0.7914091
1,51,1,28,0,1,1,26,110,2,1,0.78646547
0,41,1,46,0,1,1,124,82,2,1,0.7714556
0,35,1,30,0,1,1,154,173,1,1,0.84666944
1,75,1,28,0,1,1,26,204,3,1,0.56136835
0,69,1,28,0,1,1,26,252,2,1,0.5613661
1,25,1,11,0,0,1,152,68,3,1,0.67718256
1,66,1,7,0,1,1,156,127,0,1,0.5432841
1,51,1,41,0,1,1,163,65,0,1,0.80962485
1,48,1,8,0,1,1,124,41,2,1,0.7229683
1,27,1,6,0,0,1,152,218,2,1,0.56912047
1,46,1,28,0,1,1,26,57,2,1,0.81164
1,49,1,28,0,1,1,26,208,3,1,0.80053306
1,28,1,28,0,0,1,26,249,2,1,0.81748474
1,45,1,37,0,1,1,124,123,2,1,0.7553405
1,47,1,8,0,1,1,124,52,2,1,0.731169
1,23,1,21,0,0,1,152,247,2,1,0.5507243
1,33,1,18,0,1,1,156,233,2,1,0.8289022
1,46,1,28,0,2,1,124,101,2,1,0.76943237
1,48,1,20,0,1,1,26,216,0,1,0.7524913
1,24,1,11,0,0,1,152,113,2,1,0.7067301
0,37,1,33,0,1,1,124,163,0,1,0.79409707
1,49,1,29,0,2,1,26,68,1,1,0.86763346
0,44,1,46,0,1,1,4,147,2,1,0.8103915
1,40,1,8,0,1,1,163,75,3,1,0.7883808
0,40,1,33,0,1,1,124,18,2,1,0.77664876
1,58,1,28,0,2,1,26,202,2,1,0.82715034
0,40,1,28,0,1,1,26,113,2,1,0.80393445
1,46,1,8,0,1,1,26,273,3,1,0.77105856
0,52,1,3,0,1,1,156,127,0,1,0.6990693
1,25,1,30,0,1,1,26,161,2,1,0.76350015
1,34,1,50,0,1,1,124,80,2,1,0.779035
1,63,1,28,0,1,1,124,48,1,1,0.6423273
1,59,1,29,0,1,1,124,14,2,1,0.7039095
0,46,1,7,0,1,1,26,130,2,1,0.77477705
1,42,1,47,0,1,1,124,56,1,1,0.72973263
1,61,1,4,0,1,1,26,92,2,1,0.668035
1,44,1,46,0,1,1,163,139,2,1,0.80059683
1,23,1,46,0,0,1,152,88,1,1,0.5740268
1,23,1,41,0,0,1,152,256,3,1,0.63255346
1,49,1,41,0,1,1,12,92,2,1,0.72413355
1,37,1,2,0,1,1,124,98,1,1,0.8049043
1,30,1,28,0,0,1,26,141,2,1,0.8761964
0,42,1,28,0,1,1,56,197,2,1,0.6867042
0,25,1,29,0,0,1,124,47,2,1,0.8025278
0,36,1,28,0,1,1,59,111,2,1,0.65344965
1,55,1,3,0,1,1,124,69,2,1,0.67741
0,51,1,8,0,1,1,124,120,0,1,0.6523333
0,38,1,11,0,1,1,124,124,2,1,0.8391552
1,49,1,28,0,1,1,25,168,2,1,0.78107613
1,39,1,46,0,1,1,124,266,2,1,0.7719274
1,42,1,28,0,2,1,26,103,2,1,0.857814
0,54,1,28,0,1,1,55,97,2,1,0.70514303
1,39,1,28,0,1,1,124,294,2,1,0.7837792
1,49,1,35,0,1,1,156,228,2,1,0.77512425
1,72,1,33,0,1,1,26,38,2,1,0.5187867
0,34,1,37,0,1,1,152,269,2,1,0.5808138
0,38,1,41,0,1,1,152,79,2,1,0.69880277
1,43,1,28,0,1,1,26,192,2,1,0.810262
1,53,1,18,0,1,1,156,125,0,1,0.71409863
0,34,1,27,0,1,1,124,288,1,1,0.816102
0,30,1,28,0,1,1,124,155,1,1,0.825272
1,61,1,17,0,1,1,26,298,0,1,0.6374528
0,61,1,28,0,1,1,122,227,2,1,0.6182722
0,38,1,28,0,1,1,124,85,2,1,0.7966914
1,50,1,25,0,1,1,124,76,2,1,0.642501
1,22,1,7,0,0,1,152,12,2,1,0.55193233
1,46,1,15,0,1,1,26,74,2,1,0.74534374
1,37,1,15,0,1,1,152,267,2,1,0.5855493
